Subject ID;Video ID;Attention (Proprietary measure of mental focus);Mediation (Proprietary measure of calmness);Raw (Raw EEG signal);Delta (1-3 Hz of power spectrum);Theta (4-7 Hz of power spectrum);Alpha 1 (Lower 8-11 Hz of power spectrum);Alpha 2 (Higher 8-11 Hz of power spectrum);Beta 1 (Lower 12-29 Hz of power spectrum);Beta 2 (Higher 12-29 Hz of power spectrum);Gamma 1 (Lower 30-100 Hz of power spectrum);Gamma 2 (Higher 30-100 Hz of power spectrum); predefined label (whether the subject is expected to be confused);user-defined label (whether the subject is actually confused)
0.000000000000000000e+00;5,00E+18;4,10E+19;8,70E+19;5,30E+19;1,15E+24;5,41E+23;9,31E+22;3,87E+22;5,71E+22;6,10E+22;3,89E+22;3,57E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;6,70E+19;6,70E+19;-3,40E+19;2,21E+23;5,81E+21;1,57E+21;2,17E+21;1,73E+21;5,62E+21;9,01E+21;1,04E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,60E+19;3,70E+19;-1,29E+20;1,12E+24;5,17E+23;4,05E+21;1,87E+22;2,11E+22;6,00E+22;3,58E+22;1,42E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;4,70E+19;1,40E+19;3,40E+19;1,10E+23;7,23E+22;6,07E+21;2,82E+21;3,49E+21;3,13E+21;5,35E+21;2,78E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;3,80E+19;2,40E+19;3,80E+19;2,12E+23;1,11E+24;3,23E+23;5,65E+22;2,24E+22;7,08E+22;6,45E+22;1,76E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;2,60E+19;3,00E+19;1,48E+20;1,86E+23;8,60E+22;2,69E+22;2,92E+22;2,68E+22;3,34E+22;7,90E+22;1,54E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;2,90E+19;5,10E+19;-5,70E+19;5,46E+23;2,14E+23;2,22E+22;3,23E+22;1,33E+22;3,73E+22;4,01E+22;2,35E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;3,70E+19;6,10E+19;1,67E+20;7,08E+23;3,34E+23;3,55E+22;6,29E+22;4,16E+22;2,90E+22;6,52E+22;1,64E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,30E+19;5,60E+19;1,60E+19;5,48E+23;1,68E+23;2,22E+22;1,94E+22;4,01E+21;3,01E+22;2,62E+22;4,01E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;4,40E+19;4,80E+19;9,90E+19;4,42E+23;5,02E+22;4,29E+21;9,46E+21;1,01E+22;8,52E+21;2,02E+22;5,11E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;6,00E+19;6,10E+19;3,90E+19;4,71E+23;7,67E+22;6,91E+22;1,51E+22;2,01E+22;6,37E+22;5,31E+22;2,69E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;6,40E+19;5,60E+19;-5,10E+19;5,58E+23;4,08E+23;3,53E+22;5,39E+22;3,27E+22;4,90E+22;6,55E+22;3,31E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;6,10E+19;7,00E+19;1,21E+20;1,36E+24;8,58E+22;3,96E+22;2,60E+22;3,12E+21;1,66E+22;2,08E+22;3,34E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,60E+19;6,10E+19;-3,80E+19;5,61E+23;1,84E+23;6,65E+21;9,81E+21;1,16E+22;1,97E+22;1,20E+22;3,72E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;3,40E+19;5,10E+19;6,00E+19;1,40E+24;7,22E+23;1,78E+23;3,08E+22;6,18E+22;7,51E+22;6,85E+22;2,85E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;4,80E+19;6,30E+19;-2,10E+19;4,77E+23;3,68E+23;1,19E+23;1,50E+23;2,58E+22;1,73E+23;1,43E+23;5,11E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;4,40E+19;6,40E+19;4,00E+18;6,65E+23;1,22E+22;1,26E+22;2,71E+21;1,99E+21;2,54E+21;1,04E+22;4,29E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;4,70E+19;7,40E+19;4,00E+18;1,57E+24;6,64E+23;6,69E+22;4,92E+22;3,09E+22;7,54E+22;5,43E+22;2,72E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,70E+19;6,90E+19;2,40E+19;9,96E+23;1,62E+23;1,27E+22;2,34E+22;1,47E+22;3,76E+22;1,61E+22;9,81E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,60E+19;6,30E+19;8,70E+19;1,43E+24;1,96E+23;4,68E+22;5,08E+22;3,42E+22;6,72E+22;1,03E+23;3,49E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,10E+19;4,10E+19;-6,00E+19;5,72E+23;1,36E+23;1,25E+22;9,14E+21;1,33E+22;8,57E+21;2,38E+22;4,46E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,70E+19;5,00E+19;8,70E+19;7,71E+23;3,09E+22;8,52E+21;5,33E+21;6,18E+21;7,60E+21;6,70E+21;2,23E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;3,80E+19;5,60E+19;3,50E+19;8,11E+23;1,46E+23;2,75E+22;2,03E+22;9,60E+21;9,05E+21;2,29E+22;8,08E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;3,50E+19;5,60E+19;-1,69E+20;5,81E+23;1,33E+23;4,65E+22;1,31E+22;2,32E+22;3,44E+22;2,67E+22;4,25E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;4,10E+19;7,80E+19;1,95E+20;2,51E+24;4,74E+23;3,44E+23;1,54E+23;5,24E+22;9,81E+22;2,41E+23;3,16E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;3,50E+19;7,00E+19;6,90E+19;2,13E+24;6,28E+23;3,88E+22;9,16E+22;4,69E+22;7,62E+22;7,32E+22;7,00E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,40E+19;4,80E+19;-3,00E+18;1,91E+23;2,04E+22;2,04E+20;2,47E+20;2,25E+21;3,93E+21;1,49E+22;1,57E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,30E+19;5,40E+19;2,10E+19;8,18E+23;1,24E+22;1,21E+21;7,83E+21;1,44E+21;3,78E+21;7,48E+21;2,37E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;6,10E+19;3,00E+19;1,05E+20;2,77E+23;1,44E+23;5,78E+21;7,21E+21;5,03E+21;2,70E+22;2,06E+22;5,45E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;6,00E+19;3,40E+19;1,09E+20;3,97E+23;1,76E+23;1,21E+22;1,86E+22;1,25E+22;1,77E+22;2,39E+22;1,02E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;3,80E+19;5,30E+19;4,40E+19;1,86E+24;7,83E+23;7,81E+22;4,04E+22;6,05E+22;3,89E+22;7,40E+22;2,68E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,00E+19;5,00E+19;1,00E+19;4,00E+23;1,12E+23;5,75E+22;3,23E+22;4,09E+22;7,70E+22;7,17E+22;1,88E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,10E+19;5,40E+19;4,00E+18;3,74E+23;1,98E+22;2,10E+21;1,23E+21;1,49E+21;4,53E+21;7,53E+21;1,38E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;5,70E+19;6,30E+19;6,80E+19;1,35E+23;4,52E+22;2,13E+22;1,19E+21;2,29E+21;1,04E+22;1,96E+22;3,95E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;9,30E+19;5,60E+19;-8,20E+19;2,11E+24;2,34E+23;1,04E+22;1,75E+22;1,94E+22;1,63E+23;7,64E+22;1,22E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;6,90E+19;5,60E+19;1,01E+20;6,45E+23;3,11E+23;1,05E+23;2,18E+22;3,46E+22;3,26E+22;1,03E+23;3,47E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;8,00E+19;6,10E+19;-5,50E+19;2,28E+24;2,63E+23;5,61E+22;4,20E+22;1,62E+22;1,46E+23;9,05E+22;3,69E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;6,90E+19;7,50E+19;3,50E+19;8,02E+23;3,37E+22;5,91E+22;4,94E+22;7,11E+21;9,35E+21;2,06E+22;2,94E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;5,00E+18;4,80E+19;7,00E+19;3,40E+19;5,87E+23;9,80E+22;1,51E+21;5,85E+21;7,15E+21;1,24E+22;1,61E+22;9,39E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;1,40E+19;7,00E+19;4,30E+19;1,94E+23;6,11E+22;1,86E+22;7,33E+21;1,86E+21;6,00E+21;8,52E+21;4,85E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,60E+19;7,80E+19;8,90E+19;3,57E+23;2,23E+22;9,65E+21;5,36E+21;2,21E+21;7,40E+21;1,12E+22;5,89E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,70E+19;6,40E+19;6,70E+19;6,89E+23;7,17E+22;4,34E+22;4,49E+21;1,09E+22;3,08E+22;2,07E+22;3,99E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,40E+19;6,60E+19;1,06E+20;2,04E+24;1,31E+23;2,71E+22;4,12E+22;1,48E+22;3,00E+22;3,36E+22;1,34E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,50E+19;6,60E+19;-1,04E+20;8,82E+23;2,34E+23;1,03E+23;4,11E+22;3,96E+22;2,36E+22;2,46E+22;2,43E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,40E+19;5,60E+19;-1,90E+19;1,51E+24;9,14E+22;7,86E+21;1,89E+22;1,94E+22;4,39E+22;1,21E+22;1,00E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,40E+19;5,30E+19;6,50E+19;1,26E+23;3,51E+22;6,79E+21;4,77E+21;5,66E+21;3,37E+21;3,52E+21;3,08E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,60E+19;3,80E+19;-3,00E+18;2,22E+24;8,92E+23;5,97E+21;8,56E+22;9,00E+22;8,59E+22;4,93E+22;7,08E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,00E+19;3,70E+19;1,57E+20;5,85E+23;8,90E+22;2,82E+22;2,84E+22;1,14E+22;3,86E+22;2,19E+22;8,65E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,70E+19;4,10E+19;-3,00E+19;7,55E+23;7,92E+22;9,71E+21;2,21E+22;8,52E+21;2,63E+22;1,60E+22;1,12E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,00E+19;4,10E+19;4,20E+19;2,20E+24;4,66E+23;1,44E+23;3,08E+22;2,60E+22;6,25E+22;4,16E+22;2,49E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,80E+19;5,10E+19;3,40E+19;3,74E+23;6,35E+22;1,50E+22;9,32E+21;8,34E+21;1,85E+22;1,21E+22;8,06E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,10E+19;4,80E+19;4,40E+19;1,51E+23;2,01E+22;3,15E+21;3,38E+21;1,17E+21;3,49E+21;2,18E+21;2,14E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,10E+19;4,40E+19;5,80E+19;8,21E+23;2,04E+23;4,10E+22;3,64E+21;7,89E+21;6,83E+21;3,97E+21;1,45E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;1,70E+19;4,40E+19;5,60E+19;1,05E+24;8,76E+22;2,01E+22;7,57E+21;4,92E+21;8,86E+21;6,96E+21;1,24E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;8,00E+18;3,80E+19;1,09E+20;1,15E+24;8,27E+23;7,44E+22;4,80E+22;5,14E+22;8,10E+22;1,24E+23;3,82E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,00E+18;4,00E+19;1,13E+20;9,28E+23;1,19E+23;4,27E+22;6,62E+21;1,72E+22;1,48E+22;2,21E+22;6,29E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,30E+19;4,10E+19;1,46E+20;8,76E+23;7,39E+22;9,18E+21;1,43E+22;6,33E+21;1,55E+22;1,58E+22;6,97E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,90E+19;3,70E+19;1,04E+20;3,06E+23;1,49E+23;8,87E+21;1,60E+22;3,47E+21;2,57E+22;1,12E+22;8,61E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,40E+19;4,70E+19;1,44E+20;1,18E+23;1,59E+22;1,01E+22;2,63E+21;4,31E+21;1,21E+22;4,45E+21;6,74E+20;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,10E+19;4,30E+19;1,02E+20;3,09E+23;3,72E+22;4,03E+21;5,65E+21;5,17E+21;2,51E+21;2,86E+21;9,13E+20;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,00E+19;3,50E+19;-2,50E+19;9,21E+22;6,83E+22;3,75E+21;3,22E+21;7,40E+21;5,41E+21;7,25E+21;3,09E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,90E+19;3,00E+19;1,33E+20;1,00E+24;2,51E+23;2,44E+22;4,63E+21;8,09E+21;3,41E+22;4,80E+22;4,77E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;1,60E+19;2,70E+19;-8,10E+19;7,42E+23;3,18E+22;4,54E+21;7,48E+21;7,15E+21;4,33E+21;6,92E+21;4,82E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;1,70E+19;1,60E+19;1,07E+20;1,26E+24;3,25E+23;9,02E+21;1,40E+22;7,36E+21;2,03E+22;2,02E+22;7,44E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,00E+19;4,00E+19;6,90E+19;3,78E+23;1,42E+23;1,40E+23;4,39E+22;8,55E+21;2,69E+22;1,87E+22;1,59E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;1,00E+19;3,80E+19;1,98E+20;4,16E+23;1,81E+24;1,02E+23;4,99E+22;7,38E+22;7,27E+22;6,18E+22;6,09E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;8,00E+18;5,40E+19;8,60E+19;2,65E+23;2,56E+22;5,29E+22;1,74E+22;5,71E+21;7,70E+21;3,97E+22;4,73E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;1,10E+19;6,30E+19;5,80E+19;1,36E+24;1,85E+23;1,80E+22;1,74E+22;7,37E+21;1,86E+22;1,35E+22;1,17E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;1,60E+19;6,40E+19;5,70E+19;9,92E+23;2,89E+22;6,51E+22;4,35E+21;1,39E+22;1,61E+22;3,36E+22;6,65E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,00E+19;6,90E+19;4,50E+19;6,77E+23;3,40E+23;2,98E+22;2,62E+22;5,75E+21;6,37E+22;1,30E+22;1,09E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,00E+19;5,10E+19;-2,00E+18;1,37E+23;1,87E+23;3,27E+22;2,73E+22;6,48E+21;2,28E+22;2,67E+22;1,52E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,70E+19;5,60E+19;-5,40E+19;2,93E+24;4,63E+23;8,96E+22;6,03E+22;2,91E+22;4,33E+22;4,59E+22;4,79E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,70E+19;4,40E+19;1,24E+20;4,84E+23;1,43E+23;3,82E+22;2,44E+22;5,39E+21;3,18E+22;2,11E+22;1,03E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,30E+19;5,10E+19;3,40E+19;7,38E+23;4,18E+22;5,48E+21;7,67E+21;9,22E+20;5,49E+21;7,24E+21;2,28E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,00E+19;5,10E+19;9,90E+19;8,96E+23;6,25E+22;3,09E+21;2,18E+22;1,22E+22;1,85E+22;1,54E+22;6,51E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,00E+19;5,60E+19;-1,07E+20;5,68E+23;1,55E+23;4,66E+22;5,16E+22;1,03E+22;4,00E+22;5,14E+22;6,39E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,80E+19;3,80E+19;-3,64E+20;1,73E+23;4,79E+23;6,85E+21;2,38E+22;1,62E+22;7,22E+22;2,92E+22;1,40E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,80E+19;3,80E+19;1,24E+20;2,70E+23;4,75E+22;3,42E+21;1,10E+22;2,78E+21;6,74E+21;8,14E+21;3,54E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,70E+19;3,50E+19;3,50E+19;5,67E+23;3,02E+23;6,62E+22;1,29E+22;4,29E+22;5,92E+22;7,99E+22;6,11E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,60E+19;2,30E+19;5,00E+19;1,43E+24;2,88E+23;2,64E+22;1,10E+22;7,36E+21;1,76E+22;1,70E+22;1,30E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,00E+19;3,80E+19;6,50E+19;1,08E+24;8,37E+23;1,39E+23;1,23E+23;8,48E+22;6,45E+22;1,29E+23;4,57E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;1,70E+19;3,70E+19;0.000000000000000000e+00;7,61E+23;1,73E+23;2,65E+22;1,77E+22;1,67E+22;2,20E+22;5,25E+22;1,51E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;1,70E+19;4,00E+19;-2,10E+19;1,53E+24;4,23E+23;1,41E+23;3,63E+22;6,37E+22;1,01E+23;4,29E+22;7,59E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,00E+19;4,00E+19;-8,70E+19;4,18E+23;4,33E+23;2,43E+22;3,44E+22;2,18E+22;3,54E+22;1,98E+22;1,04E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,10E+19;3,40E+19;9,00E+19;5,62E+23;2,38E+23;1,95E+22;2,23E+22;8,21E+21;1,86E+22;5,04E+22;1,22E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,70E+19;3,80E+19;-9,00E+19;6,14E+23;2,39E+22;1,13E+22;5,83E+21;5,85E+21;2,07E+22;2,76E+22;7,88E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,60E+19;3,80E+19;1,63E+20;3,36E+23;1,34E+23;3,06E+22;1,71E+22;2,00E+22;1,07E+22;2,53E+22;6,15E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,50E+19;4,10E+19;9,70E+19;7,73E+23;7,77E+22;1,09E+22;6,15E+21;1,34E+22;1,36E+22;1,32E+22;5,58E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,80E+19;4,70E+19;2,50E+20;9,37E+23;2,91E+23;6,87E+22;2,90E+22;1,27E+22;3,34E+22;1,65E+22;5,55E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,40E+19;5,00E+19;-6,20E+19;3,46E+23;5,95E+22;3,25E+22;4,56E+21;7,40E+21;1,22E+22;1,74E+22;3,67E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,80E+19;4,40E+19;-1,30E+19;7,48E+23;8,10E+22;6,92E+21;1,23E+22;5,73E+21;2,86E+22;1,92E+22;7,29E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,00E+19;4,30E+19;2,24E+20;1,14E+24;5,21E+23;4,53E+22;4,78E+22;3,36E+22;4,25E+22;6,42E+22;3,19E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,90E+19;3,50E+19;-5,30E+19;7,06E+23;3,27E+23;1,38E+22;2,59E+22;2,34E+22;3,13E+22;2,52E+22;8,73E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,90E+19;2,60E+19;-7,40E+19;1,93E+23;4,77E+23;6,19E+22;5,45E+22;1,16E+22;7,61E+22;5,81E+22;4,59E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;1,00E+19;1,30E+19;4,40E+19;3,69E+23;1,64E+24;4,71E+22;1,69E+22;4,95E+22;4,97E+22;3,70E+22;3,50E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,00E+19;2,30E+19;1,08E+20;1,12E+24;6,00E+22;4,37E+22;2,21E+22;2,83E+22;8,67E+22;5,76E+22;2,12E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,70E+19;2,70E+19;3,20E+19;8,83E+23;2,21E+23;3,99E+22;1,67E+22;6,04E+22;4,28E+22;9,47E+22;5,08E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,60E+19;1,70E+19;3,50E+19;9,56E+22;1,42E+23;4,48E+21;8,78E+21;1,24E+22;7,01E+21;1,63E+22;1,25E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;5,10E+19;4,40E+19;-7,00E+18;7,05E+22;9,66E+21;5,90E+21;9,73E+21;5,87E+21;1,10E+22;1,06E+22;4,75E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,40E+19;4,10E+19;-8,50E+19;9,70E+23;3,39E+23;4,07E+22;7,18E+22;2,94E+22;3,76E+22;5,00E+22;3,94E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,90E+19;5,10E+19;6,40E+19;9,58E+22;3,42E+22;1,91E+22;1,68E+21;2,31E+21;6,32E+21;1,39E+22;7,50E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,40E+19;6,10E+19;5,80E+19;8,70E+23;5,77E+23;1,24E+23;2,97E+22;9,27E+21;4,65E+22;4,62E+22;2,64E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,30E+19;5,60E+19;-2,50E+19;1,54E+24;2,71E+23;9,73E+22;3,06E+22;3,80E+22;5,74E+22;5,14E+22;1,84E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,70E+19;4,80E+19;7,00E+18;2,47E+23;5,30E+22;3,84E+21;5,46E+21;6,50E+21;2,35E+22;1,47E+22;8,29E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,30E+19;4,80E+19;1,60E+19;5,82E+23;8,47E+22;4,98E+22;4,12E+22;4,33E+22;3,95E+22;1,88E+22;2,70E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;5,40E+19;4,40E+19;-4,90E+19;1,95E+23;5,25E+22;3,66E+20;1,22E+22;4,18E+21;1,49E+22;5,87E+21;6,29E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;6,00E+19;4,70E+19;-1,29E+20;4,82E+23;1,17E+23;1,67E+22;6,07E+22;3,24E+22;4,62E+22;4,43E+22;1,90E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;6,60E+19;6,00E+19;-7,10E+19;8,64E+23;1,86E+22;1,11E+22;1,47E+22;1,32E+21;3,09E+22;9,93E+21;3,92E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;5,00E+19;5,30E+19;3,70E+19;1,17E+24;2,65E+23;2,72E+22;4,29E+22;3,99E+22;1,23E+22;6,58E+22;2,45E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,80E+19;5,70E+19;1,29E+20;1,98E+24;4,61E+23;1,13E+23;9,82E+22;1,92E+22;4,86E+22;3,12E+22;1,32E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,60E+19;5,30E+19;1,50E+20;9,08E+22;1,88E+23;2,38E+22;2,34E+22;9,80E+21;1,81E+22;1,55E+22;4,86E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,00E+18;4,70E+19;-4,30E+19;1,48E+24;3,40E+23;7,13E+22;2,91E+22;4,08E+22;2,71E+22;5,42E+22;2,31E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;1,70E+19;4,80E+19;9,30E+19;1,55E+23;4,97E+22;9,04E+21;9,78E+21;8,07E+21;1,29E+22;1,68E+22;3,49E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,90E+19;4,80E+19;-1,40E+19;5,12E+23;2,77E+23;9,56E+22;4,37E+22;4,87E+22;8,70E+22;6,15E+22;2,12E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,40E+19;5,10E+19;1,12E+20;1,04E+24;4,79E+22;2,28E+22;3,36E+21;9,12E+21;2,88E+22;9,79E+21;6,16E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;5,10E+19;4,70E+19;5,00E+19;2,14E+23;1,79E+23;2,07E+22;1,50E+22;7,32E+21;2,67E+22;1,52E+22;4,15E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;5,30E+19;5,30E+19;9,00E+18;4,58E+23;2,18E+22;1,85E+22;5,28E+21;4,28E+21;1,08E+22;8,06E+21;3,91E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,80E+19;4,70E+19;5,70E+19;1,10E+24;3,35E+23;2,50E+22;4,18E+22;8,34E+22;4,93E+22;8,48E+22;1,17E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,90E+19;4,70E+19;3,49E+20;8,69E+23;5,15E+23;8,09E+22;9,24E+22;3,47E+22;3,39E+22;1,14E+23;6,80E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,00E+19;4,70E+19;8,40E+19;4,60E+23;2,19E+22;3,40E+21;1,24E+21;3,34E+21;3,38E+21;4,29E+21;1,47E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,30E+19;4,00E+19;-1,30E+19;5,38E+23;8,91E+22;4,44E+21;2,68E+22;1,13E+22;1,17E+22;1,72E+22;6,25E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;2,90E+19;5,70E+19;-3,30E+19;1,72E+24;8,73E+22;1,29E+23;7,51E+22;2,85E+22;7,91E+22;3,59E+22;2,11E+22;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;3,40E+19;5,10E+19;5,20E+19;5,75E+23;1,42E+23;2,32E+22;2,92E+21;1,09E+22;1,41E+22;1,13E+22;5,52E+21;1,00E+18;1,00E+18
0.000000000000000000e+00;6,00E+18;4,40E+19;4,70E+19;1,01E+20;4,01E+23;4,23E+22;1,56E+21;5,73E+21;6,52E+21;2,41E+22;6,36E+21;4,90E+21;1,00E+18;1,00E+18
